Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
4/20/2020,AQS,261530001,1,0.042,ppm,39,"Seney SENEY NAT'L WILDLIFE REFUGE, HCR2, BOX 1",17,100,44201,Ozone,,,26,Michigan,153,Schoolcraft,46.28887716,-85.95022692
4/20/2020,AQS,261579991,1,0.046,ppm,43,Unionville,17,100,44201,Ozone,,,26,Michigan,157,Tuscola,43.6138,-83.3591
4/20/2020,AQS,261610008,1,0.045,ppm,42,"TOWNER ST, SOUTH; 2 LANE RESIDENIAL - HOSPITAL",17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.24056548,-83.59960223
4/20/2020,AQS,261619991,1,0.048,ppm,44,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.416636,-83.902185
4/20/2020,AQS,261630001,2,0.044,ppm,41,Allen Park,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,163,Wayne,42.22862014,-83.20820002
4/20/2020,AQS,261630019,2,0.045,ppm,42,East 7 Mile,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,163,Wayne,42.43084042,-83.00013754
4/21/2020,AQS,260050003,1,0.041,ppm,38,Holland,17,100,44201,Ozone,26090,"Holland, MI",26,Michigan,5,Allegan,42.76778555,-86.14857722
4/21/2020,AQS,260190003,1,0.04,ppm,37,FRANKFORT,17,100,44201,Ozone,45900,"Traverse City, MI",26,Michigan,19,Benzie,44.61694309,-86.10940778
4/21/2020,AQS,260210014,1,0.044,ppm,41,Coloma PAW PAW WWTP,17,100,44201,Ozone,35660,"Niles-Benton Harbor, MI",26,Michigan,21,Berrien,42.19778954,-86.30969398
4/21/2020,AQS,260270003,2,0.045,ppm,42,"Cassopolis ROSS BEATTY HIGH SCHOOL, 22721 DIAMOND COVE ST.",13,76,44201,Ozone,43780,"South Bend-Mishawaka, IN-MI",26,Michigan,27,Cass,41.8955698,-86.00162873
4/21/2020,AQS,260370002,1,0.038,ppm,35,ROSELAKE2 9870 STOLL RD,17,100,44201,Ozone,29620,"Lansing-East Lansing, MI",26,Michigan,37,Clinton,42.79833938,-84.39379526
4/21/2020,AQS,260490021,1,0.036,ppm,33,WHALEY PK 3610 IOWA (FLINT),17,100,44201,Ozone,22420,"Flint, MI",26,Michigan,49,Genesee,43.04722419,-83.67015909
4/21/2020,AQS,260492001,1,0.039,ppm,36,OtisvilleLAKEVILLE MIDDLE SCHOOL,17,100,44201,Ozone,22420,"Flint, MI",26,Michigan,49,Genesee,43.16833627,-83.46154069
4/21/2020,AQS,260630007,1,0.037,ppm,34,RURAL THUMB AREA OZONE SITE,17,100,44201,Ozone,,,26,Michigan,63,Huron,43.83638793,-82.64289991
4/21/2020,AQS,260650018,1,0.037,ppm,34,FILLEY STREET,17,100,44201,Ozone,29620,"Lansing-East Lansing, MI",26,Michigan,65,Ingham,42.76138675,-84.56277908
4/21/2020,AQS,260770008,1,0.045,ppm,42,KALAMAZOO FAIRGROUNDS,17,100,44201,Ozone,28020,"Kalamazoo-Portage, MI",26,Michigan,77,Kalamazoo,42.27806667,-85.54188992
4/21/2020,AQS,260810020,1,0.041,ppm,38,GR-MONROE,17,100,44201,Ozone,24340,"Grand Rapids-Wyoming, MI",26,Michigan,81,Kent,42.98417304,-85.67133874
4/21/2020,AQS,260810022,1,0.04,ppm,37,APPROXIMATELY 1/4 MILE SOUTH OF 14 MILE RD - EVANS,17,100,44201,Ozone,24340,"Grand Rapids-Wyoming, MI",26,Michigan,81,Kent,43.17667181,-85.41660783
4/21/2020,AQS,260910007,1,0.04,ppm,37,"6792 RAISIN CENTER HWY, LENAWEE CO.RD.COMM.OWNER, TECUMSEH",17,100,44201,Ozone,10300,"Adrian, MI",26,Michigan,91,Lenawee,41.9955677,-83.94655938
4/21/2020,AQS,260990009,1,0.038,ppm,35,New Haven,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,99,Macomb,42.73139412,-82.79346283
4/21/2020,AQS,260991003,1,0.037,ppm,34,WARREN - FIRE STATION 29900 HOOVER AT COMMON,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,99,Macomb,42.51333985,-83.00597056
4/21/2020,AQS,261050007,1,0.041,ppm,38,SCOTTVILLE - LOCATED 550 FT NORTH OF US10,17,100,44201,Ozone,31220,"Ludington, MI",26,Michigan,105,Mason,43.95333441,-86.29441463
4/21/2020,AQS,261210039,1,0.042,ppm,39,MUSKEGON,17,100,44201,Ozone,34740,"Muskegon, MI",26,Michigan,121,Muskegon,43.2780606,-86.31108253
4/21/2020,AQS,261250001,2,0.037,ppm,34,Oak Park,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,125,Oakland,42.46306341,-83.18319868
4/21/2020,AQS,261390005,1,0.042,ppm,39,Jenison,17,100,44201,Ozone,24340,"Grand Rapids-Wyoming, MI",26,Michigan,139,Ottawa,42.89445066,-85.85273402
4/21/2020,AQS,261470005,1,0.038,ppm,35,Port Huron,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,147,St. Clair,42.95333627,-82.45622878
4/21/2020,AQS,261530001,1,0.042,ppm,39,"Seney SENEY NAT'L WILDLIFE REFUGE, HCR2, BOX 1",17,100,44201,Ozone,,,26,Michigan,153,Schoolcraft,46.28887716,-85.95022692
4/21/2020,AQS,261579991,1,0.037,ppm,34,Unionville,17,100,44201,Ozone,,,26,Michigan,157,Tuscola,43.6138,-83.3591
4/21/2020,AQS,261610008,1,0.039,ppm,36,"TOWNER ST, SOUTH; 2 LANE RESIDENIAL - HOSPITAL",17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.24056548,-83.59960223
4/21/2020,AQS,261619991,1,0.039,ppm,36,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.416636,-83.902185
4/21/2020,AQS,261630001,2,0.039,ppm,36,Allen Park,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,163,Wayne,42.22862014,-83.20820002
4/21/2020,AQS,261659991,1,0.041,ppm,38,Hoxeyville,17,100,44201,Ozone,15620,"Cadillac, MI",26,Michigan,165,Wexford,44.18089,-85.738985
4/22/2020,AQS,260050003,1,0.038,ppm,35,Holland,17,100,44201,Ozone,26090,"Holland, MI",26,Michigan,5,Allegan,42.76778555,-86.14857722
4/22/2020,AQS,260190003,1,0.04,ppm,37,FRANKFORT,17,100,44201,Ozone,45900,"Traverse City, MI",26,Michigan,19,Benzie,44.61694309,-86.10940778
4/22/2020,AQS,260210014,1,0.039,ppm,36,Coloma PAW PAW WWTP,17,100,44201,Ozone,35660,"Niles-Benton Harbor, MI",26,Michigan,21,Berrien,42.19778954,-86.30969398
4/22/2020,AQS,260270003,2,0.039,ppm,36,"Cassopolis ROSS BEATTY HIGH SCHOOL, 22721 DIAMOND COVE ST.",17,100,44201,Ozone,43780,"South Bend-Mishawaka, IN-MI",26,Michigan,27,Cass,41.8955698,-86.00162873
4/22/2020,AQS,260370002,1,0.035,ppm,32,ROSELAKE2 9870 STOLL RD,17,100,44201,Ozone,29620,"Lansing-East Lansing, MI",26,Michigan,37,Clinton,42.79833938,-84.39379526
4/22/2020,AQS,260490021,1,0.035,ppm,32,WHALEY PK 3610 IOWA (FLINT),17,100,44201,Ozone,22420,"Flint, MI",26,Michigan,49,Genesee,43.04722419,-83.67015909
4/22/2020,AQS,260492001,1,0.04,ppm,37,OtisvilleLAKEVILLE MIDDLE SCHOOL,17,100,44201,Ozone,22420,"Flint, MI",26,Michigan,49,Genesee,43.16833627,-83.46154069
4/22/2020,AQS,260630007,1,0.045,ppm,42,RURAL THUMB AREA OZONE SITE,17,100,44201,Ozone,,,26,Michigan,63,Huron,43.83638793,-82.64289991
4/22/2020,AQS,260650018,1,0.034,ppm,31,FILLEY STREET,17,100,44201,Ozone,29620,"Lansing-East Lansing, MI",26,Michigan,65,Ingham,42.76138675,-84.56277908
4/22/2020,AQS,260770008,1,0.038,ppm,35,KALAMAZOO FAIRGROUNDS,17,100,44201,Ozone,28020,"Kalamazoo-Portage, MI",26,Michigan,77,Kalamazoo,42.27806667,-85.54188992
4/22/2020,AQS,260810020,1,0.037,ppm,34,GR-MONROE,17,100,44201,Ozone,24340,"Grand Rapids-Wyoming, MI",26,Michigan,81,Kent,42.98417304,-85.67133874
4/22/2020,AQS,260810022,1,0.038,ppm,35,APPROXIMATELY 1/4 MILE SOUTH OF 14 MILE RD - EVANS,17,100,44201,Ozone,24340,"Grand Rapids-Wyoming, MI",26,Michigan,81,Kent,43.17667181,-85.41660783
4/22/2020,AQS,260910007,1,0.037,ppm,34,"6792 RAISIN CENTER HWY, LENAWEE CO.RD.COMM.OWNER, TECUMSEH",17,100,44201,Ozone,10300,"Adrian, MI",26,Michigan,91,Lenawee,41.9955677,-83.94655938
4/22/2020,AQS,260990009,1,0.039,ppm,36,New Haven,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,99,Macomb,42.73139412,-82.79346283
4/22/2020,AQS,260991003,1,0.036,ppm,33,WARREN - FIRE STATION 29900 HOOVER AT COMMON,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,99,Macomb,42.51333985,-83.00597056
4/22/2020,AQS,261050007,1,0.041,ppm,38,SCOTTVILLE - LOCATED 550 FT NORTH OF US10,17,100,44201,Ozone,31220,"Ludington, MI",26,Michigan,105,Mason,43.95333441,-86.29441463
4/22/2020,AQS,261130001,1,0.041,ppm,38,LOCATED ABOUT 1/4 MILE WEST OF SITE,17,100,44201,Ozone,15620,"Cadillac, MI",26,Michigan,113,Missaukee,44.31055542,-84.89186532
4/22/2020,AQS,261210039,1,0.039,ppm,36,MUSKEGON,17,100,44201,Ozone,34740,"Muskegon, MI",26,Michigan,121,Muskegon,43.2780606,-86.31108253
4/22/2020,AQS,261250001,2,0.035,ppm,32,Oak Park,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,125,Oakland,42.46306341,-83.18319868
4/22/2020,AQS,261390005,1,0.037,ppm,34,Jenison,17,100,44201,Ozone,24340,"Grand Rapids-Wyoming, MI",26,Michigan,139,Ottawa,42.89445066,-85.85273402
4/22/2020,AQS,261470005,1,0.042,ppm,39,Port Huron,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,147,St. Clair,42.95333627,-82.45622878
4/22/2020,AQS,261530001,1,0.044,ppm,41,"Seney SENEY NAT'L WILDLIFE REFUGE, HCR2, BOX 1",17,100,44201,Ozone,,,26,Michigan,153,Schoolcraft,46.28887716,-85.95022692
4/22/2020,AQS,261579991,1,0.041,ppm,38,Unionville,17,100,44201,Ozone,,,26,Michigan,157,Tuscola,43.6138,-83.3591
4/22/2020,AQS,261610008,1,0.035,ppm,32,"TOWNER ST, SOUTH; 2 LANE RESIDENIAL - HOSPITAL",17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.24056548,-83.59960223
4/22/2020,AQS,261619991,1,0.037,ppm,34,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.416636,-83.902185
4/22/2020,AQS,261630001,2,0.038,ppm,35,Allen Park,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,163,Wayne,42.22862014,-83.20820002
4/22/2020,AQS,261630019,2,0.038,ppm,35,East 7 Mile,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,163,Wayne,42.43084042,-83.00013754
4/22/2020,AQS,261659991,1,0.041,ppm,38,Hoxeyville,17,100,44201,Ozone,15620,"Cadillac, MI",26,Michigan,165,Wexford,44.18089,-85.738985
4/23/2020,AQS,260050003,1,0.025,ppm,23,Holland,17,100,44201,Ozone,26090,"Holland, MI",26,Michigan,5,Allegan,42.76778555,-86.14857722
4/23/2020,AQS,260190003,1,0.036,ppm,33,FRANKFORT,17,100,44201,Ozone,45900,"Traverse City, MI",26,Michigan,19,Benzie,44.61694309,-86.10940778
4/23/2020,AQS,260210014,1,0.027,ppm,25,Coloma PAW PAW WWTP,17,100,44201,Ozone,35660,"Niles-Benton Harbor, MI",26,Michigan,21,Berrien,42.19778954,-86.30969398
4/23/2020,AQS,260270003,2,0.026,ppm,24,"Cassopolis ROSS BEATTY HIGH SCHOOL, 22721 DIAMOND COVE ST.",17,100,44201,Ozone,43780,"South Bend-Mishawaka, IN-MI",26,Michigan,27,Cass,41.8955698,-86.00162873
4/23/2020,AQS,260370002,1,0.031,ppm,29,ROSELAKE2 9870 STOLL RD,17,100,44201,Ozone,29620,"Lansing-East Lansing, MI",26,Michigan,37,Clinton,42.79833938,-84.39379526
4/23/2020,AQS,260490021,1,0.031,ppm,29,WHALEY PK 3610 IOWA (FLINT),17,100,44201,Ozone,22420,"Flint, MI",26,Michigan,49,Genesee,43.04722419,-83.67015909
4/23/2020,AQS,260492001,1,0.033,ppm,31,OtisvilleLAKEVILLE MIDDLE SCHOOL,17,100,44201,Ozone,22420,"Flint, MI",26,Michigan,49,Genesee,43.16833627,-83.46154069
4/23/2020,AQS,260630007,1,0.041,ppm,38,RURAL THUMB AREA OZONE SITE,17,100,44201,Ozone,,,26,Michigan,63,Huron,43.83638793,-82.64289991
4/23/2020,AQS,260650018,1,0.029,ppm,27,FILLEY STREET,17,100,44201,Ozone,29620,"Lansing-East Lansing, MI",26,Michigan,65,Ingham,42.76138675,-84.56277908
4/23/2020,AQS,260770008,1,0.028,ppm,26,KALAMAZOO FAIRGROUNDS,17,100,44201,Ozone,28020,"Kalamazoo-Portage, MI",26,Michigan,77,Kalamazoo,42.27806667,-85.54188992
4/23/2020,AQS,260810020,1,0.027,ppm,25,GR-MONROE,17,100,44201,Ozone,24340,"Grand Rapids-Wyoming, MI",26,Michigan,81,Kent,42.98417304,-85.67133874
4/23/2020,AQS,260810022,1,0.03,ppm,28,APPROXIMATELY 1/4 MILE SOUTH OF 14 MILE RD - EVANS,17,100,44201,Ozone,24340,"Grand Rapids-Wyoming, MI",26,Michigan,81,Kent,43.17667181,-85.41660783
4/23/2020,AQS,260910007,1,0.032,ppm,30,"6792 RAISIN CENTER HWY, LENAWEE CO.RD.COMM.OWNER, TECUMSEH",17,100,44201,Ozone,10300,"Adrian, MI",26,Michigan,91,Lenawee,41.9955677,-83.94655938
4/23/2020,AQS,260990009,1,0.035,ppm,32,New Haven,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,99,Macomb,42.73139412,-82.79346283
4/23/2020,AQS,260991003,1,0.036,ppm,33,WARREN - FIRE STATION 29900 HOOVER AT COMMON,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,99,Macomb,42.51333985,-83.00597056
4/23/2020,AQS,261050007,1,0.031,ppm,29,SCOTTVILLE - LOCATED 550 FT NORTH OF US10,17,100,44201,Ozone,31220,"Ludington, MI",26,Michigan,105,Mason,43.95333441,-86.29441463
4/23/2020,AQS,261130001,1,0.039,ppm,36,LOCATED ABOUT 1/4 MILE WEST OF SITE,17,100,44201,Ozone,15620,"Cadillac, MI",26,Michigan,113,Missaukee,44.31055542,-84.89186532
4/23/2020,AQS,261210039,1,0.027,ppm,25,MUSKEGON,17,100,44201,Ozone,34740,"Muskegon, MI",26,Michigan,121,Muskegon,43.2780606,-86.31108253
4/23/2020,AQS,261250001,2,0.036,ppm,33,Oak Park,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,125,Oakland,42.46306341,-83.18319868
4/23/2020,AQS,261390005,1,0.027,ppm,25,Jenison,17,100,44201,Ozone,24340,"Grand Rapids-Wyoming, MI",26,Michigan,139,Ottawa,42.89445066,-85.85273402
4/23/2020,AQS,261470005,1,0.031,ppm,29,Port Huron,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,147,St. Clair,42.95333627,-82.45622878
4/23/2020,AQS,261530001,1,0.044,ppm,41,"Seney SENEY NAT'L WILDLIFE REFUGE, HCR2, BOX 1",17,100,44201,Ozone,,,26,Michigan,153,Schoolcraft,46.28887716,-85.95022692
4/23/2020,AQS,261579991,1,0.037,ppm,34,Unionville,17,100,44201,Ozone,,,26,Michigan,157,Tuscola,43.6138,-83.3591
4/23/2020,AQS,261610008,1,0.029,ppm,27,"TOWNER ST, SOUTH; 2 LANE RESIDENIAL - HOSPITAL",17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.24056548,-83.59960223
4/23/2020,AQS,261619991,1,0.031,ppm,29,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.416636,-83.902185
4/23/2020,AQS,261630001,2,0.035,ppm,32,Allen Park,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,163,Wayne,42.22862014,-83.20820002
4/23/2020,AQS,261630019,2,0.038,ppm,35,East 7 Mile,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,163,Wayne,42.43084042,-83.00013754
4/23/2020,AQS,261659991,1,0.035,ppm,32,Hoxeyville,17,100,44201,Ozone,15620,"Cadillac, MI",26,Michigan,165,Wexford,44.18089,-85.738985
4/24/2020,AQS,260050003,1,0.035,ppm,32,Holland,17,100,44201,Ozone,26090,"Holland, MI",26,Michigan,5,Allegan,42.76778555,-86.14857722
4/24/2020,AQS,260190003,1,0.043,ppm,40,FRANKFORT,17,100,44201,Ozone,45900,"Traverse City, MI",26,Michigan,19,Benzie,44.61694309,-86.10940778
4/24/2020,AQS,260210014,1,0.036,ppm,33,Coloma PAW PAW WWTP,17,100,44201,Ozone,35660,"Niles-Benton Harbor, MI",26,Michigan,21,Berrien,42.19778954,-86.30969398
4/24/2020,AQS,260270003,2,0.033,ppm,31,"Cassopolis ROSS BEATTY HIGH SCHOOL, 22721 DIAMOND COVE ST.",17,100,44201,Ozone,43780,"South Bend-Mishawaka, IN-MI",26,Michigan,27,Cass,41.8955698,-86.00162873
4/24/2020,AQS,260370002,1,0.043,ppm,40,ROSELAKE2 9870 STOLL RD,17,100,44201,Ozone,29620,"Lansing-East Lansing, MI",26,Michigan,37,Clinton,42.79833938,-84.39379526
4/24/2020,AQS,260490021,1,0.041,ppm,38,WHALEY PK 3610 IOWA (FLINT),17,100,44201,Ozone,22420,"Flint, MI",26,Michigan,49,Genesee,43.04722419,-83.67015909
4/24/2020,AQS,260492001,1,0.043,ppm,40,OtisvilleLAKEVILLE MIDDLE SCHOOL,17,100,44201,Ozone,22420,"Flint, MI",26,Michigan,49,Genesee,43.16833627,-83.46154069
4/24/2020,AQS,260630007,1,0.043,ppm,40,RURAL THUMB AREA OZONE SITE,17,100,44201,Ozone,,,26,Michigan,63,Huron,43.83638793,-82.64289991
4/24/2020,AQS,260650018,1,0.038,ppm,35,FILLEY STREET,17,100,44201,Ozone,29620,"Lansing-East Lansing, MI",26,Michigan,65,Ingham,42.76138675,-84.56277908
4/24/2020,AQS,260770008,1,0.034,ppm,31,KALAMAZOO FAIRGROUNDS,17,100,44201,Ozone,28020,"Kalamazoo-Portage, MI",26,Michigan,77,Kalamazoo,42.27806667,-85.54188992
4/24/2020,AQS,260810020,1,0.039,ppm,36,GR-MONROE,17,100,44201,Ozone,24340,"Grand Rapids-Wyoming, MI",26,Michigan,81,Kent,42.98417304,-85.67133874
4/24/2020,AQS,260810022,1,0.041,ppm,38,APPROXIMATELY 1/4 MILE SOUTH OF 14 MILE RD - EVANS,17,100,44201,Ozone,24340,"Grand Rapids-Wyoming, MI",26,Michigan,81,Kent,43.17667181,-85.41660783
4/24/2020,AQS,260910007,1,0.036,ppm,33,"6792 RAISIN CENTER HWY, LENAWEE CO.RD.COMM.OWNER, TECUMSEH",17,100,44201,Ozone,10300,"Adrian, MI",26,Michigan,91,Lenawee,41.9955677,-83.94655938
4/24/2020,AQS,260990009,1,0.042,ppm,39,New Haven,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,99,Macomb,42.73139412,-82.79346283
4/24/2020,AQS,260991003,1,0.039,ppm,36,WARREN - FIRE STATION 29900 HOOVER AT COMMON,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,99,Macomb,42.51333985,-83.00597056
4/24/2020,AQS,261050007,1,0.042,ppm,39,SCOTTVILLE - LOCATED 550 FT NORTH OF US10,17,100,44201,Ozone,31220,"Ludington, MI",26,Michigan,105,Mason,43.95333441,-86.29441463
4/24/2020,AQS,261130001,1,0.045,ppm,42,LOCATED ABOUT 1/4 MILE WEST OF SITE,17,100,44201,Ozone,15620,"Cadillac, MI",26,Michigan,113,Missaukee,44.31055542,-84.89186532
4/24/2020,AQS,261210039,1,0.037,ppm,34,MUSKEGON,17,100,44201,Ozone,34740,"Muskegon, MI",26,Michigan,121,Muskegon,43.2780606,-86.31108253
4/24/2020,AQS,261250001,2,0.041,ppm,38,Oak Park,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,125,Oakland,42.46306341,-83.18319868
4/24/2020,AQS,261390005,1,0.038,ppm,35,Jenison,17,100,44201,Ozone,24340,"Grand Rapids-Wyoming, MI",26,Michigan,139,Ottawa,42.89445066,-85.85273402
4/24/2020,AQS,261470005,1,0.042,ppm,39,Port Huron,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,147,St. Clair,42.95333627,-82.45622878
4/24/2020,AQS,261530001,1,0.047,ppm,44,"Seney SENEY NAT'L WILDLIFE REFUGE, HCR2, BOX 1",17,100,44201,Ozone,,,26,Michigan,153,Schoolcraft,46.28887716,-85.95022692
4/24/2020,AQS,261579991,1,0.042,ppm,39,Unionville,17,100,44201,Ozone,,,26,Michigan,157,Tuscola,43.6138,-83.3591
4/24/2020,AQS,261610008,1,0.039,ppm,36,"TOWNER ST, SOUTH; 2 LANE RESIDENIAL - HOSPITAL",17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.24056548,-83.59960223
4/24/2020,AQS,261619991,1,0.041,ppm,38,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.416636,-83.902185
4/24/2020,AQS,261630001,2,0.041,ppm,38,Allen Park,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,163,Wayne,42.22862014,-83.20820002
4/24/2020,AQS,261630019,2,0.042,ppm,39,East 7 Mile,15,88,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,163,Wayne,42.43084042,-83.00013754
4/24/2020,AQS,261659991,1,0.043,ppm,40,Hoxeyville,17,100,44201,Ozone,15620,"Cadillac, MI",26,Michigan,165,Wexford,44.18089,-85.738985
4/25/2020,AQS,260050003,1,0.038,ppm,35,Holland,17,100,44201,Ozone,26090,"Holland, MI",26,Michigan,5,Allegan,42.76778555,-86.14857722
4/25/2020,AQS,260190003,1,0.044,ppm,41,FRANKFORT,17,100,44201,Ozone,45900,"Traverse City, MI",26,Michigan,19,Benzie,44.61694309,-86.10940778
4/25/2020,AQS,260210014,1,0.039,ppm,36,Coloma PAW PAW WWTP,17,100,44201,Ozone,35660,"Niles-Benton Harbor, MI",26,Michigan,21,Berrien,42.19778954,-86.30969398
4/25/2020,AQS,260270003,2,0.043,ppm,40,"Cassopolis ROSS BEATTY HIGH SCHOOL, 22721 DIAMOND COVE ST.",17,100,44201,Ozone,43780,"South Bend-Mishawaka, IN-MI",26,Michigan,27,Cass,41.8955698,-86.00162873
4/25/2020,AQS,260370002,1,0.043,ppm,40,ROSELAKE2 9870 STOLL RD,17,100,44201,Ozone,29620,"Lansing-East Lansing, MI",26,Michigan,37,Clinton,42.79833938,-84.39379526
4/25/2020,AQS,260490021,1,0.043,ppm,40,WHALEY PK 3610 IOWA (FLINT),17,100,44201,Ozone,22420,"Flint, MI",26,Michigan,49,Genesee,43.04722419,-83.67015909
4/25/2020,AQS,260492001,1,0.046,ppm,43,OtisvilleLAKEVILLE MIDDLE SCHOOL,17,100,44201,Ozone,22420,"Flint, MI",26,Michigan,49,Genesee,43.16833627,-83.46154069
4/25/2020,AQS,260630007,1,0.045,ppm,42,RURAL THUMB AREA OZONE SITE,17,100,44201,Ozone,,,26,Michigan,63,Huron,43.83638793,-82.64289991
4/25/2020,AQS,260650018,1,0.041,ppm,38,FILLEY STREET,17,100,44201,Ozone,29620,"Lansing-East Lansing, MI",26,Michigan,65,Ingham,42.76138675,-84.56277908
4/25/2020,AQS,260770008,1,0.042,ppm,39,KALAMAZOO FAIRGROUNDS,17,100,44201,Ozone,28020,"Kalamazoo-Portage, MI",26,Michigan,77,Kalamazoo,42.27806667,-85.54188992
4/25/2020,AQS,260810020,1,0.042,ppm,39,GR-MONROE,17,100,44201,Ozone,24340,"Grand Rapids-Wyoming, MI",26,Michigan,81,Kent,42.98417304,-85.67133874
4/25/2020,AQS,260810022,1,0.044,ppm,41,APPROXIMATELY 1/4 MILE SOUTH OF 14 MILE RD - EVANS,17,100,44201,Ozone,24340,"Grand Rapids-Wyoming, MI",26,Michigan,81,Kent,43.17667181,-85.41660783
4/25/2020,AQS,260910007,1,0.039,ppm,36,"6792 RAISIN CENTER HWY, LENAWEE CO.RD.COMM.OWNER, TECUMSEH",17,100,44201,Ozone,10300,"Adrian, MI",26,Michigan,91,Lenawee,41.9955677,-83.94655938
4/25/2020,AQS,260990009,1,0.046,ppm,43,New Haven,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,99,Macomb,42.73139412,-82.79346283
4/25/2020,AQS,260991003,1,0.044,ppm,41,WARREN - FIRE STATION 29900 HOOVER AT COMMON,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,99,Macomb,42.51333985,-83.00597056
4/25/2020,AQS,261050007,1,0.044,ppm,41,SCOTTVILLE - LOCATED 550 FT NORTH OF US10,17,100,44201,Ozone,31220,"Ludington, MI",26,Michigan,105,Mason,43.95333441,-86.29441463
4/25/2020,AQS,261130001,1,0.046,ppm,43,LOCATED ABOUT 1/4 MILE WEST OF SITE,17,100,44201,Ozone,15620,"Cadillac, MI",26,Michigan,113,Missaukee,44.31055542,-84.89186532
4/25/2020,AQS,261210039,1,0.043,ppm,40,MUSKEGON,17,100,44201,Ozone,34740,"Muskegon, MI",26,Michigan,121,Muskegon,43.2780606,-86.31108253
4/25/2020,AQS,261250001,2,0.045,ppm,42,Oak Park,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,125,Oakland,42.46306341,-83.18319868
4/25/2020,AQS,261390005,1,0.042,ppm,39,Jenison,17,100,44201,Ozone,24340,"Grand Rapids-Wyoming, MI",26,Michigan,139,Ottawa,42.89445066,-85.85273402
4/25/2020,AQS,261470005,1,0.043,ppm,40,Port Huron,17,100,44201,Ozone,19820,"Detroit-Warren-Dearborn, MI",26,Michigan,147,St. Clair,42.95333627,-82.45622878
4/25/2020,AQS,261530001,1,0.047,ppm,44,"Seney SENEY NAT'L WILDLIFE REFUGE, HCR2, BOX 1",17,100,44201,Ozone,,,26,Michigan,153,Schoolcraft,46.28887716,-85.95022692
